text,type,category,severity
It would be better if authorities improve the mosquito problem situation in Adyar,Suggestion,Health,Low
It would be better if authorities improve the road collapse situation in Velachery,Suggestion,Road,Low
Please arrange to fix the garbage not collected in Velachery,Request,Garbage,Low
Please arrange to fix the mosquito problem in Adyar,Request,Health,Low
It would be better if authorities improve the road collapse situation in T Nagar,Suggestion,Road,Low
"There is a sewage issue in Anna Nagar for the past 1 days, causing inconvenience",Complaint,Drainage,Low
"There is a traffic congestion in Anna Nagar for the past 5 days, causing inconvenience",Complaint,Transport,High
It would be better if authorities improve the sewage issue situation in Anna Nagar,Suggestion,Drainage,Low
Please arrange to fix the drainage overflow in Guindy,Request,Drainage,Low
Please arrange to fix the sewage issue in Perambur,Request,Drainage,Low
Please arrange to fix the drainage overflow in Guindy,Request,Drainage,Low
It would be better if authorities improve the electric pole issue situation in Velachery,Suggestion,Electricity,Low
Please arrange to fix the blocked drainage in Guindy,Request,Drainage,Low
"There is a bad smell from waste in T Nagar for the past 3 days, causing inconvenience",Complaint,Garbage,High
It would be better if authorities improve the mosquito problem situation in Perambur,Suggestion,Health,Low
It would be better if authorities improve the no water supply situation in Tambaram,Suggestion,Water,Low
It would be better if authorities improve the pothole situation in Anna Nagar,Suggestion,Road,Low
"There is a garbage not collected in Tambaram for the past 2 days, causing inconvenience",Complaint,Garbage,Medium
"There is a blocked drainage in Perambur for the past 3 days, causing inconvenience",Complaint,Drainage,High
"There is a street light not working in Velachery for the past 4 days, causing inconvenience",Complaint,Electricity,High
Please arrange to fix the bus delay in Velachery,Request,Transport,Low
"There is a drainage overflow in Adyar for the past 4 days, causing inconvenience",Complaint,Drainage,High
"There is a road damage in Tambaram, causing inconvenience",Complaint,Road,Low
Please arrange to fix the electric pole issue in Tambaram,Request,Electricity,Low
"There is a stagnant water causing disease in Guindy, causing inconvenience",Complaint,Health,Low
Please arrange to fix the drainage overflow in Adyar,Request,Drainage,Low
"There is a mosquito problem in Adyar for the past 2 days, causing inconvenience",Complaint,Health,Medium
Please arrange to fix the pothole in Adyar,Request,Road,Low
"There is a traffic congestion in T Nagar, causing inconvenience",Complaint,Transport,Low
It would be better if authorities improve the overflowing dustbin situation in Anna Nagar,Suggestion,Garbage,Low
Please arrange to fix the overflowing dustbin in Velachery,Request,Garbage,Low
It would be better if authorities improve the road collapse situation in T Nagar,Suggestion,Road,Low
It would be better if authorities improve the mosquito problem situation in T Nagar,Suggestion,Health,Low
It would be better if authorities improve the bus delay situation in Guindy,Suggestion,Transport,Low
"There is a stagnant water causing disease in Tambaram for the past 4 days, causing inconvenience",Complaint,Health,High
It would be better if authorities improve the sewage issue situation in Guindy,Suggestion,Drainage,Low
Please arrange to fix the traffic congestion in Anna Nagar,Request,Transport,Low
"There is a damaged bus stop in Anna Nagar for the past 4 days, causing inconvenience",Complaint,Transport,High
Please arrange to fix the bad smell from waste in Adyar,Request,Garbage,Low
"There is a pothole in Adyar for the past 1 days, causing inconvenience",Complaint,Road,Low
Please arrange to fix the electric pole issue in Guindy,Request,Electricity,Low
Please arrange to fix the pipe burst in Adyar,Request,Water,Low
It would be better if authorities improve the traffic congestion situation in Anna Nagar,Suggestion,Transport,Low
It would be better if authorities improve the mosquito problem situation in Velachery,Suggestion,Health,Low
It would be better if authorities improve the road damage situation in Tambaram,Suggestion,Road,Low
"There is a mosquito problem in Guindy for the past 1 days, causing inconvenience",Complaint,Health,Low
It would be better if authorities improve the public toilet unclean situation in Adyar,Suggestion,Health,Low
"There is a damaged bus stop in T Nagar for the past 4 days, causing inconvenience",Complaint,Transport,High
Please arrange to fix the bad smell from waste in Velachery,Request,Garbage,Low
Please arrange to fix the overflowing dustbin in T Nagar,Request,Garbage,Low
"There is a overflowing dustbin in Velachery, causing inconvenience",Complaint,Garbage,High
"There is a blocked drainage in T Nagar for the past 1 days, causing inconvenience",Complaint,Drainage,Low
It would be better if authorities improve the street light not working situation in Perambur,Suggestion,Electricity,Low
"There is a sewage issue in Tambaram for the past 4 days, causing inconvenience",Complaint,Drainage,High
It would be better if authorities improve the damaged bus stop situation in Tambaram,Suggestion,Transport,Low
"There is a overflowing dustbin in Perambur for the past 2 days, causing inconvenience",Complaint,Garbage,High
It would be better if authorities improve the road collapse situation in T Nagar,Suggestion,Road,Low
Please arrange to fix the electric pole issue in Adyar,Request,Electricity,Low
"There is a power cut in Tambaram for the past 2 days, causing inconvenience",Complaint,Electricity,Medium
"There is a mosquito problem in Velachery for the past 2 days, causing inconvenience",Complaint,Health,Medium
Please arrange to fix the damaged bus stop in Adyar,Request,Transport,Low
Please arrange to fix the power cut in Adyar,Request,Electricity,Low
"There is a sewage issue in Anna Nagar for the past 4 days, causing inconvenience",Complaint,Drainage,High
"There is a bad smell from waste in T Nagar for the past 1 days, causing inconvenience",Complaint,Garbage,Low
"There is a traffic congestion in Adyar for the past 2 days, causing inconvenience",Complaint,Transport,Medium
It would be better if authorities improve the traffic congestion situation in Velachery,Suggestion,Transport,Low
It would be better if authorities improve the pipe burst situation in T Nagar,Suggestion,Water,Low
Please arrange to fix the bad smell from waste in Anna Nagar,Request,Garbage,Low
Please arrange to fix the overflowing dustbin in T Nagar,Request,Garbage,Low
"There is a garbage not collected in Velachery for the past 3 days, causing inconvenience",Complaint,Garbage,High
"There is a no water supply in Anna Nagar for the past 1 days, causing inconvenience",Complaint,Water,Low
Please arrange to fix the overflowing dustbin in Perambur,Request,Garbage,Low
Please arrange to fix the drainage overflow in Anna Nagar,Request,Drainage,Low
"There is a bus delay in Anna Nagar, causing inconvenience",Complaint,Transport,Low
Please arrange to fix the road damage in Tambaram,Request,Road,Low
It would be better if authorities improve the bad smell from waste situation in Velachery,Suggestion,Garbage,Low
Please arrange to fix the stagnant water causing disease in Adyar,Request,Health,Low
It would be better if authorities improve the bad smell from waste situation in Adyar,Suggestion,Garbage,Low
"There is a drainage overflow in Perambur, causing inconvenience",Complaint,Drainage,High
It would be better if authorities improve the damaged bus stop situation in Guindy,Suggestion,Transport,Low
"There is a damaged bus stop in Guindy for the past 1 days, causing inconvenience",Complaint,Transport,Low
Please arrange to fix the power cut in Guindy,Request,Electricity,Low
It would be better if authorities improve the no water supply situation in Perambur,Suggestion,Water,Low
It would be better if authorities improve the blocked drainage situation in Perambur,Suggestion,Drainage,Low
It would be better if authorities improve the electric pole issue situation in Anna Nagar,Suggestion,Electricity,Low
It would be better if authorities improve the damaged bus stop situation in Anna Nagar,Suggestion,Transport,Low
"There is a public toilet unclean in Velachery, causing inconvenience",Complaint,Health,Low
Please arrange to fix the bad smell from waste in Perambur,Request,Garbage,Low
Please arrange to fix the drainage overflow in Velachery,Request,Drainage,Low
Please arrange to fix the public toilet unclean in Velachery,Request,Health,Low
"There is a bad smell from waste in Adyar for the past 5 days, causing inconvenience",Complaint,Garbage,High
